train_idx,text,label,label_text
631,the main problem with the nomad jukebox zen xtra 30 gb is the software,0,negative
632,"the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter",1,positive
633,nothing spectacular is done by internet security or by antivirus software,0,negative
634,the card basically installed itself and the install wizard on the cd that came with the router basically set the router up to work with one computer ( with the 54g card ) and also a second computer in my house ( with an 11b card ),1,positive
635,my music demands are pretty intense and this handles those demands without problems,1,positive
636,they are not wow able good,0,negative
637,"i still give the ipod five stars , though , as it could have been something i did incorrectly during the install ( though i did follow the onscreen prompts ) so i ' ll give apple the benefit of the doubt",1,positive
638,"and also , since it is teri band and since it uses sim card , you can just use it in europe and many other parts of the world , wherever gsm exists",1,positive
639,my only reservations about this product concern the tagging process and the way it interacts with the software,0,negative
640,i highly recommend this !,1,positive
641,"this is a quality product , not to be confused with the cheap junk that hitachi gets manufactured in china",1,positive
642,negatives of the player itself you need to do a little work before having full enjoyment of this player,0,negative
643,"the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n ' t have to reboot the computer or anything , just open up explorer again",0,negative
644,i love the fact i can carry it in my shirt or pants pocket and forget about it,1,positive
645,it works great,1,positive
646,"first , the cons a tad bulky not the most aesthetic looking player and does n ' t support a folder structure",0,negative
647,seems to work great,1,positive
648,"though nearly a dozen different people at both t mobile and nokia have told me otherwise , it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices",0,negative
649,"12 ) big storage my entire cd collection in one small device ( 5717 songs , 491 albums and counting ) !",1,positive
650,the only thing i don ' t like is the small size ( 8 meg ) memory card that comes with it,0,negative
651,"it ' s so small and light , even with a spare battery , you really can take it anywhere",1,positive
652,"i have overall been disappointed with nokia in the past , finding that samsung and motorola tended to have better quality phones",0,negative
653,"service is great as far as i can tell , features work like a charm , ringtones are high quality if you buy them from t mobile and aim is great",1,positive
654,"it takes a while to learn how to use it right , and at this point i am able to make about 70 of my calls using it",0,negative
655,"i ' ve had this for 3 months now , and i am pleased with my decision",1,positive
656,the only problem is that occasionally the joystick does start to dig into your thumb while gaming,0,negative
657,this is wonderful to have for your first dvd player,1,positive
658,"ripping transferring tunes is basic , and pretty fast ( even on a 1 1 usb )",1,positive
659,i bought 2 of this model for christmas presents and neither one of them work !,0,negative
660,"however , i do n ' t like to carry it on my belt because the clip is n ' t secure and the case can slip off",0,negative
661,"ball metaphor i was hoping creative hit a home run here , and i think the zen micro is more like a stand up double",1,positive
662,9 ) wake up feature that allows you to set up the player to wake up and play selected music at a specified time,1,positive
663,other tagging problems result ( i think ) from the nomad ' s operating system,0,negative
664,"in other words , the zen is not a convenient data storage device only buy the capacity you need for your music collection ( see point 1 for some sizing information )",0,negative
665,only con i can think of is no camera,0,negative
666,2 it can be operated with one hand leaving a hand on your baby on the changing table,1,positive
667,recently the variable speed control went out,0,negative
668,"the battery issue is superficially a concern , but any reasonable solder jockey ( such as myself ) can pop in a new one when the time comes ( based upon the plentiful info gained from a go ogle for ' ipod battery replacement ' )",0,negative
669,"creative are the sound people for computers , i can ' t understand why eax would introduce static",0,negative
670,"on the contrary , i ' m quite pleased with my upgrade",1,positive
671,a very well made product that has worked very well for me over the years,1,positive
672,the volume,0,negative
673,"you can do so much more with the pc suite , i e free ringtones from midi files , free graphics from any picture on your computer , and if you know how to program jame you can even make your own apps games",1,positive
674,only downside is when taking pictures in low light conditions without the flash,0,negative
675,"they are extremely convent and you don ' t have to buy them seperately has i tunes , which provides quality music at low prices",1,positive
676,"the only problem i had was a few components didn ' t quite load correctly upon startup , but a reboot fixed the problem",0,negative
677,my first impression was positive,1,positive
678,"the voice quality is very good , and it gets great reception ( that is , in places where you get t mobile coverage , which is not that good see below )",1,positive
679,"my fast forward button works , but it takes a little extra pressure on it to make it go",0,negative
680,you ' ll love it !,1,positive
681,"this camera uses a lithium battery , i find lithium batteries to be highly inconvenient because what if you are on vacation , where the nearest place to buy batteries is just a gas station there is no way that you are going to find lithium batteries there",0,negative
682,i have had no problem what so ever with this product,1,positive
683,"i think sound quality should be the first and foremost feature , and the zen is leaps and bounds better in sound quality , with no need to upgrade the earphones",1,positive
684,"this radio receives fairly decent reception but not nearly as good as a normal radio , but as long as the stations are coming in clearly the phone ' s radio should work perfectly",1,positive
685,"its ability to record radio is useful as well , but would have been more so if it could be preset",1,positive
686,"i am a big fan of itunes , simply because it is terribly fast and convenient if you are buying the songs from the itunes site",1,positive
687,"then when i went to norton ' s website to obtain a priority id number per the instructions i had been given , i couldn ' t find a way to get one",0,negative
688,"freebies you get a cradle with detachable stand and belt clip , some thing very handy and useful",1,positive
689,"and so far , i have been very , very happy with my zen micro",1,positive
690,"people also have complained about the case not having a window , but that ' s not really a big deal to me either the case is sturdy and offers very good protection",1,positive
691,"also , i have not had trouble reading svcds that i created and br mp3 cds ( my old apex ad 1200 had trouble with these )",1,positive
692,only problem is that is a bit heavy,0,negative
693,we use the cheap 1 99 13 gallon vanilla scented bags from the grocery store but you can use any bag you have laying around,1,positive
694,i just received my 40gb zen xtra yesterday and i ' m extremely pleased with it,1,positive
695,let the champ win you over !,1,positive
696,the panel seems like it will come off very easily as other people have said,0,negative
697,there are a lot of things i like about it,1,positive
698,the appearance is okay ed ( at least not ugly ),1,positive
699,"the on off button feels somewhat flimsy , and has an awkward , tiny little lock out button that needs to be depressed to turn on the camera",0,negative
700,"while it didn ' t have all the features i would have liked , it was better than anything else i could find at the time",1,positive
701,cheap construction they should have made the player out of hard plastic and put some rubber on the corners,0,negative
702,"it 's fast , feels great in your hand and looks great too",1,positive
703,"i have had no problem either with backward compatibility , in that the mixed mode feature lets you both 54 and 11 mb cards off the router",1,positive
704,so once i worked out the problem with the software this mp3 player is worth the money it cost,1,positive
705,"it works easily with one hand , which is important",1,positive
706,"nice machines , but i consider their quality pretty low now",0,negative
707,"this dvd player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cmdr cadre dvd dvd , and of course plays dvd movies from uk i love the giff , progressive scan feature",1,positive
708,"after some research on the net , i discovered that there is indeed a flaw with the current wrt54g design ( wrt54g , version 3 , which amazon currently sells )",0,negative
709,"it works well enough ( so far ) for me to be satisfied with it , and it ' s possible that i ' m missing something",1,positive
710,"the next problem was that it didn ' t recognize all the installed components , so it would not update them , most notably and importantly , virus definitions",0,negative
711,one also exhibited extremely slow speed when going to the menu,0,negative
712,"downside is the size of the phone , it is big for today ' s standard",0,negative
713,i really liked the price,1,positive
714,"if you currently own the 2003 version , and are looking to upgrade to the 2004 version , don ' t",0,negative
715,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds,0,negative
716,the pc sync feature is superb that comes with nokia pc suite software ( with data cable or infrared port or bluetooth ),1,positive
717,the ! sound quality is great,1,positive
718,the phone is very light weight,1,positive
719,"there are lots of interesting features included such as eax , and customization",1,positive
720,also the feature to automatically put in the song information is n ' t always accurate,0,negative
721,the fm tuner is just a little spare icing on the cake,1,positive
722,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right,1,positive
723,"if you are just looking for something to keep with you at all times , then this is a great camera choice",1,positive
724,dont rely on t mobile rebates,0,negative
725,"creative has excellent music software , a very responsive tech support group ( they are quick on firmware updates , and make them publicly available ) , and usually a good array of accessories",1,positive
726,i think the interface is great,1,positive
727,"feature wise , its a lot better than the dlink and netgear routers out there",1,positive
728,i have only had this camera for one full day and i have to say that it is wonderful,1,positive
729,i tried the cd setup program without any luck,0,negative
730,"i have a couple hundred contacts and the menu loads within a few seconds , no big deal",1,positive
731,i tried to make sense of the file transfer program and just got more confused,0,negative
732,for the price it is a well spent investment !,1,positive
733,"the menus and features are easy to manipulate and access , and it takes silent movies",1,positive
734,i highly recommend it if you are looking for a phone with great camera quality and or lots of features you would find in a pda,1,positive
735,i upgraded from a very small 3 2 max camera to this camera with great results,1,positive
736,it ' s perfect for those who aren ' t planning on storing tons of music,0,negative
737,"but , i am quite unhappy with nokia at the moment",0,negative
738,"sure , this thing is definitely more cost effective than an ipod",1,positive
739,the unit works great with my cassette adapter for my car is also easily worked without taking your eyes off the road !,1,positive
740,i actually took a friends word on it and went with this champ when registering and i am glad i did,1,positive
741,the installation software cd crashed repeatedly,0,negative
742,"so , right out of the box i had issue",0,negative
743,the manual does a fine job filling in any blanks that remain,1,positive
744,"this camera was affordable , very easy to learn , and produces spectacular images",1,positive
745,downside it takes a long time to start up,0,negative
746,"the headphones have great sound and durability and mine came with some extras when i bought it ( a stand , a belt hook , charger ) that i know doesn ' t come with every one",1,positive
747,"so far i have used all of the above mentioned features , and find them well designed , and easy to understand",1,positive
748,i have had mine for a month now and have to say i have enjoyed it,1,positive
749,"all that said , i am a little disappointed with the quality of the pictures from the camera",0,negative
750,i ' ve been using nis 2004 for about 2 months and it works well,1,positive
751,a lot of people are having problems with the firmware update required to use the player for napster to go the firmware is beta and they are are a lot of bugs in it,0,negative
752,"i like to take pictures when i go out at night and perhaps some people would complain that noise levels are high at higher iso ' s but i don ' t really care that much , i think it gives the pictures a certain real life quality",1,positive
753,"putting the micro into your pocket could trigger just about anything ( unless the hold feature is improved it asks if you want to unholy for every button up press ) second , i ' m worried about the durability of the player",0,negative
754,"the battery on mine lasts 2 days if i don ' t play games that much , and it only takes 90 mins to charge from flat",1,positive
755,"fyi , battery doesn ' t die if you don ' t use lcd",1,positive
756,"this player is absolutely phenomenal , i haven ' t had any problems , and if you ' re worried you will have problems , i suggest buying it at a retail store that has a good return policy but anyways i find the touch pad very easy to use , and i ' m surprised so many people have had problems",1,positive
757,"because of it ' s hidden features ( no macro vision , non regional ) i keep this baby around to watch non american region dvd ' s",1,positive
758,"the ringtones are beautiful , the screen is super high quality",1,positive
759,the speed control is recessed too far in the housing and required a tool ( screwdriver or dowel rod ) to effect any speed change,0,negative
760,it ' s great to switch to spot metering and actually see it working on the lcd screen,1,positive
761,especially the lcd is big and the camera quality is among the very best around,1,positive
762,"i own this phone for about 6 months now , i have used the following features bluetooth connection to laptop and desktop for sync contacts and calendars with outlook , transfer files ( movies , songs ) , i have many movies on it now with a 512mb memory card that it takes",1,positive
763,navigation system the zen xtra uses id3 tags that are embedded in the mp3 files to organize your songs,0,negative
764,it is nokia and thus easy to access the menu options,1,positive
765,i like the size and weight of this little critter,1,positive
766,"and the body construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330",0,negative
767,"now that i own it , however , i can ' t imagine being without it !",1,positive
768,"the software runs smooth , it ' s nice to look at , it ' s very organized , easy to follow and makes things very simple",1,positive
769,the linksys technical support site has nothing about configuring the router for use with a mac,0,negative
770,"this is not a router i would suggest for a novice user , my old dlink di52 !",0,negative
771,on my main computer the software did not work right,0,negative
772,i simply love this feature,1,positive
773,it is a nice router in all ways but one,1,positive
774,cuts are easy and smooth,1,positive
775,the extra spare battery is just a neat bonus,1,positive
776,the screen is easily scratched but if you have the warranty you should be able to swap it out,0,negative
777,"this model does have the traditional key arrangement , it ' s just that they are really close to one another , and have unconventional shapes , so it takes a big getting used to for someone like me with big hands",0,negative
778,i have less money invested in the router table and dual routers than i would have if i had purchased a single cheap reliant sharper,1,positive
779,3 mediasource is an application with serious user interface flaws,0,negative
780,"but with a low price , comes lower quality",0,negative
781,this camera has a major design flaw,0,negative
782,"all i have to say is that i did freeze on me once , but it has n ' t done it since",0,negative
783,good looks,1,positive
784,"however , this product performed well below my expectation",0,negative
785,"like other reviewers , installation was hell",0,negative
786,they say that they are the best pictures they have ever see from a compact,1,positive
787,"pros huge storage capacity for the price , easy to navigate , can modify existing playlists on the fly , has a removable battery",1,positive
788,"in addition , i don 't believe that it is odorless",0,negative
789,"the screen is large , defined , and easy to read , and the silver unit is naturally cool",1,positive
790,hate to wait between shots,1,positive
791,what makes it so great is the versatility and the number of features it has,1,positive
792,"i have a canon a 70 , and now this sd500 , its amazing , how this little camera produces , such great pics , it even brings out ur pimples on the face",1,positive
793,"unfortunately , creative offered scant few pages of instruction , which meant that i was on own from the outset",0,negative
794,i have to say that i am very happy with it so far,1,positive
795,i did n ' t think i would find this quality and ease of use for under 1500 i ' m thrilled with my purchase !,1,positive
796,"the controls are somewhat harder to use , and there are some oddities about the software tagging system , but most people can live with this",0,negative
797,very sturdy and strong,1,positive
798,the moveable lcd screen is great,1,positive
799,i was using the cheaper pail and it worked ok until the opening device fell apart,1,positive
800,"there is no photo viewing option , however , there is a 20 gb photo ipod , but it costs 20 more",0,negative
801,"( you can do it one handed while still hanging on to the baby ) also , we like using regular trash bags instead of having to worry about buying refills ( like with the diaper genie )",1,positive
802,give each friend a different ringtone,1,positive
803,"the battery , as others have said , also seems weaker than creative suggests",0,negative
804,"the phone also sports an image gallery ( with option camera attachment ) , a calendar organizer , alarm clock with snooze , fm radio ( way cool , even if it is just through an ear peice ) , games , java applications and gprs high speed internet connection",1,positive
805,this is my first mp3 player and i am so impressed with what such a small device can do,1,positive
806,"if the plunging action is critical to your work , look elsewhere",0,negative
807,"this may be a really cool phone , but it ' s not worth it with t mobile",1,positive
808,the router works fine for both wired and wireless,1,positive
809,"this is my first digital camera , and i am very pleased with it",1,positive
810,only thing missing from creative is a cd burner,0,negative
811,"and the remote is cheap and ch easy not sure how long it ' ll last , but for 50 bucks what the heck !",0,negative
812,it does well in all aspects of internet browsing,1,positive
813,when the router is working it is a very nice machine for the money,1,positive
814,wish i could give it 4 1 2 stars,1,positive
815,the player looks so much better when you ' re actually holding it,1,positive
816,"apart from speed , the signal is consistent and works without interruptions , etc",1,positive
817,i just purchased this player and i have to say that i love it,1,positive
818,bluetooth does not work on this phone,0,negative
819,"i still have my s70 because i like the wider lens sometimes , but in general , if you are looking for a small camera with the whole package , the sd500 is the only one you should buy",1,positive
820,"the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia",1,positive
821,3 it is very compact but the controls are so well designed that they 're still easy to use,1,positive
822,given that i already have the zen the only reason i am happy with it is because of the notmad software,1,positive
823,looks and durability i realize many people are fond of the minimalist white interface,0,negative
824,but i had to give you four because the service for my brand new ipod was terribly slow,0,negative
825,flawless,1,positive
826,"i say adequate because it was enough to get wireless working , but nowhere near enough instruction to do the proper configuration job that i could have done if so !",0,negative
827,a huge beautiful color screen which can not been scratched at all even with the rough handling i give it,1,positive
828,"naturally i did quite a bit of review before purchasing ( i recommend www no madness net ) , and price wise zens are unbeatable",1,positive
829,"there are extra features packed inside this unit ( some that most will hardly ever use ) such as fm radio tuner , voice recorder , calendar , and alarm clock",1,positive
830,"it films 10 second video , for crying out loud",1,positive
831,"i tried to play the song three times , with no success",0,negative
832,"about the product the zen micro is a sleek , stylish device that caters not just to hip youngsters but to people of all walks of life who like to listen on the go without having to worry frequently about battery life , size , or the awkward factor",1,positive
833,this new click wheel ipod allows you to navigate through the menus and song via a touch wheel for scrolling and click able buttons for selection,1,positive
834,"1 creative mediasource software is ok to rip , catalog burn music if you are starting from scratch but i used musicmatch to rip my cds before i bought the zen ( 278 cds 3 , 400 tracks 12 5 gb of music all ripped at 128bps ) and guess what ?",0,negative
835,excellent diaper disposal unit,1,positive
836,the karma doesn ' t look as sexy but it ' s interface is very efficiently designed,0,negative
837,a sony erickson may be the phone for you but good luck finding one w all the features such a competitive price,1,positive
838,"if you have to buy a camera on a bu get , this has got to be the one",1,positive
839,to eliminate any smells we simple stuck a stick up room deodorizer inside the lid,0,negative
840,"yes , there is a belt clip , but that doesn ' t hold the extra battery and usb cable",0,negative
841,"although , i thought it could 've been designed a bit better",0,negative
842,"i haven ' t seen any problems yet , but if you don ' t like to tinker a bit , this player can be a little challenging to set up",0,negative
843,"it ' s easy to transfer , preview , and organize files",1,positive
844,"i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results",1,positive
845,"bookmarks for example , are an excellent feature but not on this player",0,negative
846,"3 the picture editing software it came with is adequate , but not very robust",0,negative
847,"i ' ve have many nokia ' s and while this is the best for features , it ' s the worst as a phone",0,negative
848,no voice activated dialing ( what were they thinking,0,negative
849,"and best of all , no wasting money on special refill bags this takes ordinary garbage bags !",1,positive
850,"the 6600 ( t mobile ) is the true ' world phone ' in that it has the mhz to operate around the globe , including new zealand and australia ( 900 ) whereas the 6620 ( available from singular ) replaces it w 800mhz ( some refer to as 850 )",1,positive
851,the extended zoom range and faster lense put it at the top of it ' s class,1,positive
852,the included memory card is too small,0,negative
853,it is no more heavy than any other powerful router and not as bad as some porter cable models i tried,1,positive
854,"if you don ' t mind all the buttons being touch sensitive , i ' d re comment buying it to try out , and also buy an extra 2 year warranty for it ( there are some offered here , for about 15 dollars i think )",1,positive
855,i ' m really happy with this purchase,1,positive
856,silver metal case not plastic,1,positive
857,"for the price , it ' s a very nice dvd player",1,positive
858,"but if you use all bluetooth accessories , as i do , its really not an issue",1,positive
859,"the g3 has a different type of battery charging system from the smaller canon cameras the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery",1,positive
860,my experience with installation was quite good,1,positive
861,"it is the ' first generation ' of the player , and while i still agree that it is a great alternative to the ipod , i think there are many others that would be a much better value for your buck",0,negative
862,this makes no sense and sort of defeats the purpose of audio bookmarks,0,negative
863,this router was a huge disappointment,0,negative
864,"a distinct ipod relation is evident with white colored cables , power plug and the very nice zen case with a white rubber inside covering",1,positive
865,no need for deodorizers,1,positive
866,"it is slightly larger than an ipod , no doubt about it",0,negative
867,"if you use linux and want gr ps and or want to use a handsfree bluetooth device , and want a decent camera this is the phone for you",1,positive
868,i am seriously considering purchasing another wrench and just not using the sliding wrench which comes on the router,0,negative
869,buy this if you like mental challenges or trying how to pick locks,0,negative
870,this phone is good with a huge array of features built into it,1,positive
871,"it would only transfer 30 or so songs , and then come up with an error",0,negative
872,this is my first digital camera and i could n ' t be happier,1,positive
873,really easy to use,1,positive
874,it ' s so cute and behind the black panel it glows in a neon blue,1,positive
875,i like the speak phone function a lot,1,positive
876,the only problem is the size of the keys,0,negative
877,"also , multiple picture feature is very , very fast",1,positive
878,one other plus is that napster now supports this device via their software,1,positive
879,battery life is awesome if you upgrade the firmware requires a windows pc or make sure to always plug the ac adapter into the player before plugging into the outlet awesome sound quality i mean it is creative right ?,1,positive
880,"the eq is awful , and even at top volumes , the bass is flat sounding",0,negative
881,"sound quality excellent , everything you would expect from this company",1,positive
882,"i have especially enjoyed the 640x480 mode , while not a replacement for a dedicated video camera , its quality easily surpasses that of my old hi 8 camera and is perfect for quick clips of things that still images just dont describe ( max 8 mins at 640 30fps on a one gig card )",1,positive
883,i have not been disappointed with my purchase,1,positive
884,"battery life is exceptional , lasting longer than the 8 10 hours that seem reasonable with most music players on the market",1,positive
885,i took it out one day and the lcd was not working,0,negative
886,"in conclusion , this player is beautiful",1,positive
887,i am quite happy with the camera,1,positive
888,"because other people that complain about this player are talking bull , this player is awesome , it just breaks fast , which is horrible",1,positive
889,i am very pleased with its quality and durability,1,positive
890,"other mp3 players won ' t give you the sonic clarity of the zen at this compression level , so i imagine they won ' t at lower ones , either",1,positive
891,"i just went on a quick photo shoot in nyc ' s central park today , and what a bunch of beautiful photos i took , if i do say so myself ( and i do ! )",1,positive
892,has 4x optical zoom which is higher than any other in the same price range,1,positive
893,its well made and user friendly,1,positive
894,c ) the scroll bar is a travesty enough said,0,negative
895,the other annoyance with this that you have to remove every single remnant of previous version of norton systemworks before you installs this,0,negative
896,"the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone , saved me hours of re entering my numbers",1,positive
897,only one disk played through to completion successfully,0,negative
898,"the player feels very delicate , as if i ' m holding an actual hard drive",0,negative
899,"it would just spin up and stop , and display no disc",0,negative
900,"for the person that uses the equipment every day , pay the extra and get a reliable safer unit",1,positive
901,"what i really like about its quite , it can handle my workload and it was so cheap that i can throw it away and buy another one without blinking",1,positive
902,owner ' s manual has substandard troubleshooting guide,1,positive
903,i am extremely satisfied with this camera,1,positive
904,what this product really needs is better documentation for how to set up the router for different operating systems !,0,negative
905,the zen has minimal stoppage between tracks when listening to music that continues from one track to the next the gap is just a hesitation a slightly audible click if i am not listening for the progress from one track to the next i do n ' t even notice the click,1,positive
906,"( he had owned two apex dvd players , and was pleased with both of them )",1,positive
907,navigation is so smooth and finding files is a cinch,1,positive
908,this camera is bulletproof,1,positive
909,we also had a problem with diaper wipes getting caught when the top was flipped,0,negative
910,it ' s size also makes it ideal for travel,1,positive
911,"the software with the ipod includes itunes , which allows you to play the music on your computer , rip cds onto your computer , and move your music from the computer to the ipod",1,positive
912,the actual experience of using the ipod is magnificent,1,positive
913,"it has n ' t gone below the second notch ( i charge mine whenever i ' m at home and not using it ) , so the battery life seems fine ( so far )",1,positive
914,"although it has chubby hips , the device isn ' t really so big",1,positive
915,after a week i tried to load some more songs and delete a few but the auto load didn ' t do anything but turn on my player,0,negative
916,"there is a clock , and date , which can get helpful",1,positive
917,please consider this much superior piece of equipment before plopping down half a grand for an ipod,1,positive
918,"no problems now , just a sickly disappointment in the way norton has abandoned their customers",0,negative
919,i was looking for something that wasn ' t too complicated to use and to help the pics i post on ebay show more detail,1,positive
920,"it does have a lense cap , but it wo n ' t let you take pics with it on which is real good",1,positive
921,"not only is it inconvenient , but also the battery life span is short",0,negative
922,"power for the tech savvy , ease of use for the less fortunate",1,positive
923,"first of all , the phone houses a great deal of memory for multiple videos , sound clips , photos , texts , etc",1,positive
924,"i also own a canon digital rebel and i agree that the advanced controls on the sd500 are not as robust , but overall picture quality goes head to head with the digital rebel",0,negative
925,"2 the camera is so small that when you attach some lenses i have the 19mm wide angle wc e 68 , the optical viewfinder is partially obscured",0,negative
926,knocked 1 star off for the install wizard it wasted alot of time running it,0,negative
927,you can see the lens barrel in the view finder,0,negative
928,i found it very useful for transferring large files to another computer,1,positive
929,3 4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze,0,negative
930,t610 supports only midi files,0,negative
931,"on top of being a workhorse and ultra reliable , it is just a plunge router that works really well",1,positive
932,in that model the hard drive just died one morning before my class,0,negative
933,"the player usually plays dvd ' s , but has occasional problems such as 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd",0,negative
934,"first , let me say that i got the 20gb ipod for christmas , and i most likely would not have spent the 300 myself",0,negative
935,the person on the other end of the call can hear you perfectly,1,positive
936,enough people have reported that their headphone jack does n ' t work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem,0,negative
937,"i ' ve had to install and uninstall them four or five times so far , and i ' ve not to get either product working properly",0,negative
938,the vibration is not top,0,negative
939,the optical and digital zooms combine to give an effective 4x zoom,1,positive
940,i recently had to run a 3 4 straight bit through hard maple to make a deep dado and was amazed that this machine didn ' t even slow down,1,positive
941,the eax settings are somewhat superfluous but not really a negative,1,positive
942,"the software included is an easy installation and you have the option of using the creative software , windows media player 10 , or simply windows explorer to move music back and forth between your zen touch",1,positive
943,the diaper champ turns the smelly diaper into what diaper smell in less time than that,1,positive
944,the loud speaker function on the 6610 is great because you do n ' t need to put your phone right next to your ear to talk,1,positive
945,4 ) the camera gets really hot when you are busy snapping away,0,negative
946,the more subtle tones that were included with the phone are hard to hear at times,0,negative
947,"while light , it will not easily go in small handbags or pockets",0,negative
948,"purchased this router a few months back , no problems whatsoever",1,positive
949,i use the router with a 3 1 2in raised panel bit with no problems,1,positive
950,"all in all , its good enough for its price as long as it doesnt break again due to normal use",1,positive
951,sound quality was good but it was going to take some tweaking with settings to try to make it great,1,positive
952,"from the internet , woodworking books , local stores and personal opinions the hitachi m12v 3 1 4 hp router time and time again came up to be the router of choice or best for its price",1,positive
953,this is the third apex product i ' ve bought and they continue to impress for the price,1,positive
954,it is a little cumbersome to scroll through so many levels to get to the selection you want,0,negative
955,solid food poop is very stinky and this diaper pail doesn ' t really contain the smell,0,negative
956,i had to sit on the phone with customer support for 2 hours and they did not help at all,0,negative
957,one complaint the screen is too easily scratched !,0,negative
958,the edge guide has a nice micro adjust feature that works well,1,positive
959,"i must say , this one is quite slow to open an application",0,negative
960,"there 's even an equalizer ( under settings ) that allows you to adjust the sound for acoustic , bass booster , bass reducer , classical , dance , deep , and electronic",1,positive
961,"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 !",0,negative
962,the only other problem was that security for the wireless connection,0,negative
963,you must keep double checking depths,0,negative
964,it ' s also so easy to use and holds a great deal of diapers,1,positive
965,"it may not top the ipod mini , but it ' s definitely an alternative if you also want the extra features and good sound quality",1,positive
966,i got this camera about a month ago and i can ' t put it down,1,positive
967,"well , my second one is now beginning to hi cup a bit after about 1 1 2 years",0,negative
968,"either way , can ' t go wrong with this price",1,positive
969,i would recommend this camera unequivocally !,1,positive
970,picture quality in outdoor settings is indistinguishable from 35mm,1,positive
971,i didn ' t have any major problems installing this software,1,positive
972,"for me , it is as important that the tool be comfortable to use as it is that it produce a high quality result",1,positive
973,"there is little meaningful difference between the two versions aside from the tedious activation process , and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive",0,negative
974,i did like the heft of the machine,1,positive
975,"as with most headphones that come with any type of music player , i recommend throwing these into the nearest river , unless you like having hard , round pieces of plastic in your ears",0,negative
976,"the back of the ipod is in a chrome finish , and this surface is prone to scratches",0,negative
977,the software comes with plenty of defaults genres,1,positive
978,i did not managed to make creative nomad explorer to work,0,negative
979,"otherwise , get a smaller single speed router , which will be much easier to use freehand and is all you need for smaller diameter bits",0,negative
980,drops and strong signals even from the backyard,1,positive
981,"now the bad 1 ) as usual , battery power not sufficient for daily usu age",0,negative
982,"for looks , well ipod is head and shoulders better , both the iriver and creative zen look positively ugly when next to a gleaming ipod",1,positive
983,"battery life keeps improving on the ipod , and a new ipod will give you up to twelve hours of play time , per charge",1,positive
984,it seems like the software is just not responding,0,negative
985,"however , if there was one thing i liked about the creative , it would be the car adapter",1,positive
986,"it also has tons more features then previous creative products , and most of them are very useful such as the ability to customize the main menu to show the stuff you want , not the default items ( creative labs com for more on that )",1,positive
987,it does take some getting used to,0,negative
988,"the os is ab it confusing at 1st , but within a few days you will pass this learning curve !",0,negative
989,"when i saw a high gain ( low price ) antenna was available to the wrt54g router , i thought i ' d happily give up some ( practically unattainable anyway , since you ' ve got to be in spitting distance from the router ) speed in favor of wider coverage",1,positive
990,i went out and got the canon today,1,positive
991,"i still need to read up on some of the security settings , etc to fully understand all that ' s up there , but bottom line is that the installation was like night and day compared to the speed boost router",1,positive
992,"the camera is solid , performs well , takes good pictures , and the battery lasts pretty long if you disable the lcd viewfinder",1,positive
993,1 ) fragile ( i broke the 1st one within 10 days ),0,negative
994,"as one other reviewer pointed out , it does occasionally take a little effort to push down the plunger to get the diapers in the pail , even though upon inspection the bag doesn ' t really look full",0,negative
995,"for the zen creative focused on packaging which looked well thought out , well presented and easy to open and put back together",1,positive
996,"the phone ' s sound quality is great ( turn up the volume if its too quiet , people , this thing will get loud ) i dont have any complaints about this phone and the only thing that i miss from my 8290 is voice dialing",1,positive
997,took hundreds of pictures and they were great,1,positive
998,"sure it had all the features , but when i tried to shoot a girl ' s basketball game it just wan ' t up to the task",0,negative
999,it is easy enough to use for a beginner like me but it has plenty of features for me to grow into,1,positive
1000,"i think , apex is the best dvd player you can get for the price",1,positive
1001,"8 buttons are little , but if you have steady fingers and deal ed with a casio worst calculator watch , you can deal with almost anything",0,negative
1002,but the earbuds suck !,0,negative
1003,their products have been great and have saved my bacon on numerous occasions,1,positive
1004,"i must say , i think this is the coolest camera i ' ve ever owned !",1,positive
1005,"to set up the box , wap , and ether nest bridge , with the encryption on was less then 30 mins",1,positive
1006,i recommend it to both parents of infants and toddlers,1,positive
